Country Name,Country Code,Year,GDP_Per_Capita,Female_Usage_Pct,Male_Usage_Pct,Internet_Usage_Pct,Region,Cost_1GB_USD,Affordability_Pct
Timor-Leste,TLS,2002,533.982465942154,,,0.0,ASIA (EX. NEAR EAST),,
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,2002,1168.35927304729,,,,,,
Tonga,TON,2002,1759.4805324576,,,2.9073,OCEANIA,,
South Asia (IDA & IBRD),TSA,2002,462.898836496672,,,,,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,2002,625.468994411853,,,,,,
Trinidad and Tobago,TTO,2002,6762.93080808096,,,21.9987,CARIBBEAN,,
Tunisia,TUN,2002,2320.7723805785,,,5.25289,NORTHERN AFRICA,,
Turkey,TUR,2002,3591.08628982587,,,11.38,NEAR EAST,,
Tuvalu,TUV,2002,1750.25175052348,,,6.3,OCEANIA,,
Tanzania,TZA,2002,402.649047851563,,,0.222484,SUB-SAHARAN AFRICA,,
Uganda,UGA,2002,241.984688408335,,,0.384094,SUB-SAHARAN AFRICA,,
Ukraine,UKR,2002,903.011901855469,,,1.87389,CIS (FORMER USSR),,
Upper middle income,UMC,2002,1829.51821405556,,,,,,
Uruguay,URY,2002,4149.76140312687,,,11.4195,SOUTH AMERICA,,
United States,USA,2002,37997.7596573051,,,58.7854,NORTHERN AMERICA,,
Uzbekistan,UZB,2002,381.409296889283,,,1.08194,CIS (FORMER USSR),,
St. Vincent and the Grenadines,VCT,2002,4303.27976789727,,,5.54959,,,
Venezuela,VEN,2002,3652.09896501865,,,4.91045,SOUTH AMERICA,,
British Virgin Islands,VGB,2002,,,,18.8857,,,
Virgin Islands (U.S.),VIR,2002,30062.0225050457,,,27.4944,CARIBBEAN,,
Viet Nam,VNM,2002,445.132861817313,,,1.855,,,
Vanuatu,VUT,2002,1340.71537528287,,,3.51004,OCEANIA,,
World,WLD,2002,5530.02104262965,,,,,,
Samoa,WSM,2002,1527.55790455937,,,2.24483,OCEANIA,,
Yemen,YEM,2002,513.241486570603,,,0.518796,NEAR EAST,,
South Africa,ZAF,2002,2688.23676032806,,,6.71032,SUB-SAHARAN AFRICA,,
Zambia,ZMB,2002,393.864625518616,,,0.477751,SUB-SAHARAN AFRICA,,
Zimbabwe,ZWE,2002,524.936478570323,,,1.1,SUB-SAHARAN AFRICA,,
Aruba,ABW,2003,21949.4859960868,,,20.8,CARIBBEAN,,
Africa Eastern and Southern,AFE,2003,815.432296267735,,,,,,
Afghanistan,AFG,2003,198.871115728727,,,0.0878913,ASIA (EX. NEAR EAST),,
Africa Western and Central,AFW,2003,697.481256337088,,,,,,
Angola,AGO,2003,1133.66331960607,,,0.370682,SUB-SAHARAN AFRICA,,
Albania,ALB,2003,1908.69900687608,,,0.9719,EASTERN EUROPE,,
Andorra,AND,2003,34063.575598394,,,13.5464,WESTERN EUROPE,,
Arab World,ARB,2003,2696.67212547749,,,,,,
United Arab Emirates,ARE,2003,29659.5428567811,,,29.478,NEAR EAST,,
Argentina,ARG,2003,3320.47775133903,,,11.9137,SOUTH AMERICA,,
Armenia,ARM,2003,882.030167695474,,,4.57522,CIS (FORMER USSR),,
American Samoa,ASM,2003,9197.66196836987,,,,OCEANIA,,
Antigua and Barbuda,ATG,2003,12173.2319860305,,,17.2286,CARIBBEAN,,
Australia,AUS,2003,23757.5898471684,,,,OCEANIA,,
Austria,AUT,2003,32110.1159661425,37.2975,48.3266,42.7,WESTERN EUROPE,,
Azerbaijan,AZE,2003,883.692580745256,,,,CIS (FORMER USSR),,
Burundi,BDI,2003,111.406682804391,,,0.201273,SUB-SAHARAN AFRICA,,
Belgium,BEL,2003,30655.2092679024,,,49.97,WESTERN EUROPE,,
Benin,BEN,2003,676.002878084282,,,0.951327,SUB-SAHARAN AFRICA,,
Burkina Faso,BFA,2003,362.373899996953,,,0.37344,SUB-SAHARAN AFRICA,,
Bangladesh,BGD,2003,426.74880754362,,,0.163878,ASIA (EX. NEAR EAST),,
Bulgaria,BGR,2003,2719.49436859287,,,12.04,EASTERN EUROPE,,
Bahrain,BHR,2003,14486.0269029822,,,21.5549,NEAR EAST,,
Bahamas,BHS,2003,26429.1247787663,,,20.0,CARIBBEAN,,
Bosnia and Herzegovina,BIH,2003,2033.94700935864,,,3.96504,EASTERN EUROPE,,
Belarus,BLR,2003,1819.52653114699,,,,CIS (FORMER USSR),,
Belize,BLZ,2003,4959.74012434605,,,,CENTRAL AMERICA,,
Bermuda,BMU,2003,67106.8028083224,,,56.522,NORTHERN AMERICA,,
Bolivia,BOL,2003,893.013760211149,,,3.5086,SOUTH AMERICA,,
Brazil,BRA,2003,3090.6068907839,,,13.2076,SOUTH AMERICA,,
Barbados,BRB,2003,12075.9587020649,,,39.6896,CARIBBEAN,,
Brunei,BRN,2003,20677.9001143188,,,19.595,,,
Bhutan,BTN,2003,1022.38240311018,,,2.43691,ASIA (EX. NEAR EAST),,
Botswana,BWA,2003,4230.12326909926,,,3.34519,SUB-SAHARAN AFRICA,,
Central African Republic,CAF,2003,278.403992150941,,,0.151563,SUB-SAHARAN AFRICA,,
Canada,CAN,2003,28301.8645937428,,,64.2,NORTHERN AMERICA,,
Central Europe and the Baltics,CEB,2003,5948.84961048536,,,,,,
Switzerland,CHE,2003,49335.7456291067,,,65.1,WESTERN EUROPE,,
Channel Islands,CHI,2003,48570.7796632166,,,,,,
Chile,CHL,2003,4773.40177520754,23.7991,27.2369,25.4738,SOUTH AMERICA,,
China,CHN,2003,1306.97245408557,,,6.2,ASIA (EX. NEAR EAST),,
Cote d'Ivoire,CIV,2003,1111.17135087887,,,0.75867,,,
Cameroon,CMR,2003,988.241276791846,,,0.587623,SUB-SAHARAN AFRICA,,
Democratic Republic of Congo,COD,2003,161.491553524396,,,0.134915,,,
Republic of the Congo,COG,2003,1016.82363412143,,,0.460014,,,
Colombia,COL,2003,2311.94218760291,,,7.38892,SOUTH AMERICA,,
Comoros,COM,2003,959.691049354812,,,0.848189,SUB-SAHARAN AFRICA,,
Cabo Verde,CPV,2003,1717.97565369655,,,4.32489,,,
Costa Rica,CRI,2003,4173.14856415514,,,20.3336,CENTRAL AMERICA,,
Caribbean small states,CSS,2003,7551.08983381761,,,,,,
Cuba,CUB,2003,3202.78109865637,,,5.24127,CARIBBEAN,,
Curacao,CUW,2003,16695.7351137757,,,,,,
Cyprus,CYP,2003,20252.24609375,,,30.09,NEAR EAST,,
Czechia,CZE,2003,9852.45677945801,31.5771,37.2145,34.3,,,
Germany,DEU,2003,30711.1022511331,49.2239,59.7484,55.9,WESTERN EUROPE,,
Djibouti,DJI,2003,764.634465224597,,,0.62594,SUB-SAHARAN AFRICA,,
Dominica,DMA,2003,5447.44011496284,,,23.6204,CARIBBEAN,,
Denmark,DNK,2003,40519.0974905924,74.2001,78.2947,76.26,WESTERN EUROPE,,
Dominican Republic,DOM,2003,2383.26171780393,,,7.89839,CARIBBEAN,,
Algeria,DZA,2003,2283.77299346126,,,2.19536,NORTHERN AFRICA,,
East Asia & Pacific (excluding high income),EAP,2003,1251.27771535816,,,,,,
Early-demographic dividend,EAR,2003,1368.47911219559,,,,,,
East Asia & Pacific,EAS,2003,4162.83398166818,,,,,,
Europe & Central Asia (excluding high income),ECA,2003,2249.74301490831,,,,,,
Europe & Central Asia,ECS,2003,15584.8646461506,,,,,,
Ecuador,ECU,2003,2315.62215223014,,,4.46023,SOUTH AMERICA,,
Egypt,EGY,2003,1031.27556291284,,,4.03789,NORTHERN AFRICA,,
Euro area,EMU,2003,27010.5876151819,,,,,,
Eritrea,ERI,2003,348.950327077742,,,,NORTHERN AFRICA,,
Spain,ESP,2003,21522.0170990262,33.3705,39.9683,39.93,WESTERN EUROPE,,
Estonia,EST,2003,7205.40703313243,,,45.32,BALTICS,,
Ethiopia,ETH,2003,116.800491132777,,,0.105812,SUB-SAHARAN AFRICA,,
European Union,EUU,2003,23020.9558032659,,,,,,
Fragile and conflict affected situations,FCS,2003,703.739369790737,,,,,,
Finland,FIN,2003,32920.0857192568,67.1525,71.3064,69.22,WESTERN EUROPE,,
Fiji,FJI,2003,2655.58079586044,,,6.72543,OCEANIA,,
France,FRA,2003,29479.5222101175,,,36.14,WESTERN EUROPE,,
Faroe Islands,FRO,2003,31269.6031997217,,,58.9126,WESTERN EUROPE,,
"Micronesia, Fed. Sts.",FSM,2003,2145.87755337517,,,9.2325,,,
Gabon,GAB,2003,4710.74862768151,,,2.65959,SUB-SAHARAN AFRICA,,
United Kingdom,GBR,2003,34556.7726095905,61.9569,67.6521,64.82,WESTERN EUROPE,,
Georgia,GEO,2003,1010.03151630868,,,2.55882,CIS (FORMER USSR),,
Ghana,GHA,2003,358.39927142073,,,1.19306,SUB-SAHARAN AFRICA,,
Gibraltar,GIB,2003,,,,28.3258,WESTERN EUROPE,,
Guinea,GIN,2003,566.48540588068,,,0.45096,SUB-SAHARAN AFRICA,,
Gambia,GMB,2003,308.719123437587,,,2.43678,SUB-SAHARAN AFRICA,,
Guinea-Bissau,GNB,2003,419.78486611807,,,1.3542,SUB-SAHARAN AFRICA,,
Equatorial Guinea,GNQ,2003,2930.60183743733,,,0.520524,SUB-SAHARAN AFRICA,,
Greece,GRC,2003,18020.612039764,14.8425,21.1139,17.8,WESTERN EUROPE,,
Grenada,GRD,2003,5427.96377252312,,,18.6452,CARIBBEAN,,
Greenland,GRL,2003,27466.6494525504,,,54.5343,NORTHERN AMERICA,,
Guatemala,GTM,2003,1722.54701910774,,,4.54885,CENTRAL AMERICA,,
Guam,GUM,2003,21877.3178371553,,,33.7167,OCEANIA,,
Guyana,GUY,2003,973.742598054188,,,2.4,SOUTH AMERICA,,
High income,HIC,2003,25606.6766440821,,,,,,
Hong Kong,HKG,2003,23977.1734120477,,,52.2,ASIA (EX. NEAR EAST),,
Honduras,HND,2003,1156.08162681357,,,4.8,CENTRAL AMERICA,,
Heavily indebted poor countries (HIPC),HPC,2003,412.76823992883,,,,,,
Croatia,HRV,2003,8190.11135193887,,,22.75,EASTERN EUROPE,,
Haiti,HTI,2003,578.995291079709,,,1.64736,CARIBBEAN,,
Hungary,HUN,2003,8410.09248198479,,,21.63,EASTERN EUROPE,,
IBRD only,IBD,2003,1652.80701731861,,,,,,
IDA & IBRD total,IBT,2003,1392.4121168826,,,,,,
IDA total,IDA,2003,512.41649453404,,,,,,
IDA blend,IDB,2003,712.27750643014,,,,,,
Indonesia,IDN,2003,1043.2105838671,,,2.38702,ASIA (EX. NEAR EAST),,
IDA only,IDX,2003,405.748336914012,,,,,,
Isle of Man,IMN,2003,28861.6178062918,,,,WESTERN EUROPE,,
India,IND,2003,544.143133545002,,,1.68649,ASIA (EX. NEAR EAST),,
Ireland,IRL,2003,41203.5295847568,34.2614,34.3711,34.31,WESTERN EUROPE,,
Iran,IRN,2003,2208.99636552406,,,6.93372,ASIA (EX. NEAR EAST),,
Iraq,IRQ,2003,817.887862499622,,,0.6,NEAR EAST,,
Iceland,ISL,2003,39944.2104095591,81.6171,84.6348,83.14,WESTERN EUROPE,,
Israel,ISR,2003,19643.4690380742,,,19.5934,NEAR EAST,,
Italy,ITA,2003,27577.5700319855,24.1555,34.1487,29.04,WESTERN EUROPE,,
Jamaica,JAM,2003,3549.70758394618,,,7.8,CARIBBEAN,,
Jordan,JOR,2003,1775.67625581432,,,8.46601,NEAR EAST,,
Japan,JPN,2003,35387.0374203599,,,48.4353,ASIA (EX. NEAR EAST),,
Kazakhstan,KAZ,2003,1958.02050246511,,,2.00041,CIS (FORMER USSR),,
Kenya,KEN,2003,442.898457253405,,,2.9419,SUB-SAHARAN AFRICA,,
Kyrgyzstan,KGZ,2003,380.505828812441,,,3.90877,CIS (FORMER USSR),,
Cambodia,KHM,2003,386.691123931778,,,0.26057,ASIA (EX. NEAR EAST),,
Kiribati,KIR,2003,1020.50033851394,,,3.0,OCEANIA,,
St. Kitts and Nevis,KNA,2003,10175.6295449989,,,22.9698,,,
South Korea,KOR,2003,15211.5483770422,,,65.5,ASIA (EX. NEAR EAST),,
Kuwait,KWT,2003,22690.655175144,,,22.4029,NEAR EAST,,
Latin America & Caribbean (excluding high income),LAC,2003,3686.28727046314,,,,,,
Laos,LAO,2003,355.097216151461,,,0.333912,,,
Lebanon,LBN,2003,4437.71588507526,,,8.0,NEAR EAST,,
Liberia,LBR,2003,239.779556677091,,,0.0318689,SUB-SAHARAN AFRICA,,
Libya,LBY,2003,4674.09943200321,,,2.81452,NORTHERN AFRICA,,
St. Lucia,LCA,2003,6058.60622059326,,,20.9825,,,
Latin America & Caribbean,LCN,2003,3862.13747257956,,,,,,
Least developed countries: UN classification,LDC,2003,373.651845746871,,,,,,
Low income,LIC,2003,389.594478375983,,,,,,
Liechtenstein,LIE,2003,90108.3673647008,,,58.8097,WESTERN EUROPE,,
Sri Lanka,LKA,2003,946.382255128072,,,1.45858,ASIA (EX. NEAR EAST),,
Lower middle income,LMC,2003,639.329708425509,,,,,,
Low & middle income,LMY,2003,1289.04927474147,,,,,,
Lesotho,LSO,2003,583.270036200288,,,1.5325,SUB-SAHARAN AFRICA,,
Late-demographic dividend,LTE,2003,2054.82227278492,,,,,,
Lithuania,LTU,2003,5507.47434187652,,,25.91,BALTICS,,
Luxembourg,LUX,2003,65689.3214536911,50.346,58.7456,54.55,WESTERN EUROPE,,
Latvia,LVA,2003,4914.57992829302,,,26.98,BALTICS,,
Macao,MAC,2003,18589.8998330534,,,25.7421,,,
Morocco,MAR,2003,1941.87255859375,,,3.35337,NORTHERN AFRICA,,
Monaco,MCO,2003,111110.451312249,,,49.4912,WESTERN EUROPE,,
Moldova,MDA,2003,682.319095965299,,,7.40754,EASTERN EUROPE,,
Madagascar,MDG,2003,352.620095849925,,,0.423252,SUB-SAHARAN AFRICA,,
Maldives,MDV,2003,3548.5767011056,,,5.97659,ASIA (EX. NEAR EAST),,
"Middle East, North Africa, Afghanistan & Pakistan",MEA,2003,2279.51886072397,,,,,,
Mexico,MEX,2003,7434.0746485155,,,12.9,CENTRAL AMERICA,,
Marshall Islands,MHL,2003,2539.3307383954,,,2.56975,OCEANIA,,
Middle income,MIC,2003,1357.07541063235,,,,,,
North Macedonia,MKD,2003,2445.36286400013,,,19.07,,,
Mali,MLI,2003,441.910358475095,,,0.310364,SUB-SAHARAN AFRICA,,
Malta,MLT,2003,13593.9787155682,,,31.64,WESTERN EUROPE,,
Myanmar,MMR,2003,224.292688912409,,,0.0240641,ASIA (EX. NEAR EAST),,
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,2003,1263.87606211705,,,,,,
Montenegro,MNE,2003,2789.15906483509,,,,EASTERN EUROPE,,
Mongolia,MNG,2003,643.168068921658,,,,ASIA (EX. NEAR EAST),,
Northern Mariana Islands,MNP,2003,18938.8728389967,,,,OCEANIA,,
Mozambique,MOZ,2003,339.488737800648,,,0.419539,SUB-SAHARAN AFRICA,,
Mauritania,MRT,2003,732.017820812675,,,0.424005,NORTHERN AFRICA,,
Mauritius,MUS,2003,4858.26575549747,,,12.1871,SUB-SAHARAN AFRICA,,
Malawi,MWI,2003,383.348596852642,,,0.278815,SUB-SAHARAN AFRICA,,
Malaysia,MYS,2003,4465.32194567208,,,34.9712,ASIA (EX. NEAR EAST),,
North America,NAC,2003,38395.5205652019,,,,,,
Namibia,NAM,2003,2569.24739317883,,,3.35984,SUB-SAHARAN AFRICA,,
New Caledonia,NCL,2003,20768.1061488848,,,26.4083,OCEANIA,,
Niger,NER,2003,265.225363452469,,,0.155699,SUB-SAHARAN AFRICA,,
Nigeria,NGA,2003,763.388745367223,,,0.558576,SUB-SAHARAN AFRICA,,
Nicaragua,NIC,2003,1021.35216668794,,,1.88041,CENTRAL AMERICA,,
Netherlands,NLD,2003,35896.7504630706,57.5498,71.1093,64.35,,,
Norway,NOR,2003,50250.3298214345,73.4821,82.6883,78.13,WESTERN EUROPE,,
Nepal,NPL,2003,246.429706587633,,,0.382811,ASIA (EX. NEAR EAST),,
Nauru,NRU,2003,2463.28259078079,,,,OCEANIA,,
New Zealand,NZL,2003,21913.7081719961,,,60.9625,OCEANIA,,
OECD members,OED,2003,26073.4116073956,,,,,,
Oman,OMN,2003,10463.5425832141,,,7.25574,NEAR EAST,,
Other small states,OSS,2003,6311.76435003034,,,,,,
Pakistan,PAK,2003,672.44178669894,,,5.04116,ASIA (EX. NEAR EAST),,
Panama,PAN,2003,4264.66428949623,,,9.98742,CENTRAL AMERICA,,
Peru,PER,2003,2129.44114197634,,,11.6,SOUTH AMERICA,,
Philippines,PHL,2003,1027.2301192843,,,4.85767,ASIA (EX. NEAR EAST),,
Palau,PLW,2003,7862.3931898737,,,21.6015,OCEANIA,,
Papua New Guinea,PNG,2003,577.467922387259,,,1.3744,OCEANIA,,
Poland,POL,2003,5720.81366178104,,,24.87,EASTERN EUROPE,,
Pre-demographic dividend,PRE,2003,554.26625446439,,,,,,
Puerto Rico (US),PRI,2003,19557.1202492358,,,19.707,,,
"Korea, Dem. People's Rep.",PRK,2003,,,,0.0,,,
Portugal,PRT,2003,15797.7821340276,22.8754,28.5955,29.67,WESTERN EUROPE,,
Paraguay,PRY,2003,1443.99885236205,,,2.11194,SOUTH AMERICA,,
West Bank and Gaza,PSE,2003,1257.69857009689,,,4.13062,,,
Pacific island small states,PSS,2003,1997.28052538689,,,,,,
Post-demographic dividend,PST,2003,29550.1857442906,,,,,,
French Polynesia,PYF,2003,19582.8936395312,,,14.1243,OCEANIA,,
Qatar,QAT,2003,31602.470865136,,,19.2423,NEAR EAST,,
Romania,ROU,2003,2679.40626016154,,,8.9,EASTERN EUROPE,,
Russia,RUS,2003,2975.123046875,,,8.29886,,,
Rwanda,RWA,2003,249.012274982252,,,0.356918,SUB-SAHARAN AFRICA,,
South Asia,SAS,2003,532.66154684429,,,,,,
Saudi Arabia,SAU,2003,11487.220410693,,,8.00158,NEAR EAST,,
Sudan,SDN,2003,580.320251464844,,,0.538472,SUB-SAHARAN AFRICA,,
Senegal,SEN,2003,817.888034221442,,,2.10144,SUB-SAHARAN AFRICA,,
Singapore,SGP,2003,23730.3840054566,,,53.8379,ASIA (EX. NEAR EAST),,
Solomon Islands,SLB,2003,895.984242546501,,,0.55561,OCEANIA,,
Sierra Leone,SLE,2003,413.817607346927,,,0.190173,SUB-SAHARAN AFRICA,,
El Salvador,SLV,2003,2207.83089518069,,,2.5,CENTRAL AMERICA,,
San Marino,SMR,2003,52529.9093701059,,,50.0035,WESTERN EUROPE,,
"Somalia, Fed. Rep.",SOM,2003,286.273025198975,,,0.376198,,,
Serbia,SRB,2003,3153.9011312754,,,,EASTERN EUROPE,,
Sub-Saharan Africa (excluding high income),SSA,2003,837.714582574766,,,,,,
Sub-Saharan Africa,SSF,2003,766.500842930002,,,,,,
Small states,SST,2003,6060.64034085427,,,,,,
Sao Tome and Principe,STP,2003,663.696211810494,,,10.1618,,,
Suriname,SUR,2003,2516.10404020956,,,4.71988,SOUTH AMERICA,,
Slovakia,SVK,2003,8675.39633696465,,,43.04,EASTERN EUROPE,,
Slovenia,SVN,2003,14711.674874253,,,31.8548,EASTERN EUROPE,,
Sweden,SWE,2003,37292.2419727801,74.867,83.3326,79.13,WESTERN EUROPE,,
Eswatini,SWZ,2003,2015.21743065251,,,2.43707,SUB-SAHARAN AFRICA,,
Seychelles,SYC,2003,9070.28460757013,,,14.5925,SUB-SAHARAN AFRICA,,
Syria,SYR,2003,1220.179077256,,,3.39797,NEAR EAST,,
Turks and Caicos,TCA,2003,18859.1890274773,,,,,,
Chad,TCD,2003,289.087621122168,,,0.320309,SUB-SAHARAN AFRICA,,
East Asia & Pacific (IDA & IBRD countries),TEA,2003,1266.10778867241,,,,,,
Europe & Central Asia (IDA & IBRD countries),TEC,2003,2879.65363440365,,,,,,
Togo,TGO,2003,538.16537776929,,,1.2,SUB-SAHARAN AFRICA,,
Thailand,THA,2003,2347.54001286066,,,9.29903,ASIA (EX. NEAR EAST),,
Tajikistan,TJK,2003,233.58124845289,,,0.0645838,CIS (FORMER USSR),,
Turkmenistan,TKM,2003,1228.94870289404,,,0.425183,CIS (FORMER USSR),,
Latin America & the Caribbean (IDA & IBRD countries),TLA,2003,3728.72739078731,,,,,,
Timor-Leste,TLS,2003,534.901171348385,,,,ASIA (EX. NEAR EAST),,
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,2003,1263.9157454015,,,,,,
Tonga,TON,2003,1936.04104012389,,,2.98582,OCEANIA,,
South Asia (IDA & IBRD),TSA,2003,532.66154684429,,,,,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,2003,766.500842930002,,,,,,
Trinidad and Tobago,TTO,2003,8445.04653518298,,,25.9718,CARIBBEAN,,
Tunisia,TUN,2003,2725.8643148859,,,6.49085,NORTHERN AFRICA,,
Turkey,TUR,2003,4649.63668068586,,,12.33,NEAR EAST,,
Tuvalu,TUV,2003,2006.84249941442,,,6.9,OCEANIA,,
Tanzania,TZA,2003,422.18359375,,,0.676963,SUB-SAHARAN AFRICA,,
Uganda,UGA,2003,250.71543664681,,,0.46485,SUB-SAHARAN AFRICA,,
Ukraine,UKR,2003,1076.48156738281,,,3.14813,CIS (FORMER USSR),,
Upper middle income,UMC,2003,2022.46978917982,,,,,,
Uruguay,URY,2003,3671.12329256883,,,15.9371,SOUTH AMERICA,,
United States,USA,2003,39490.2749557007,,,61.6971,NORTHERN AMERICA,,
Uzbekistan,UZB,2003,394.164028897235,,,1.9126,CIS (FORMER USSR),,
St. Vincent and the Grenadines,VCT,2003,4499.61454193342,,,6.46227,,,
Venezuela,VEN,2003,3229.50557082079,,,7.49996,SOUTH AMERICA,,
Virgin Islands (U.S.),VIR,2003,31731.2566241187,,,27.4291,CARIBBEAN,,
Viet Nam,VNM,2003,497.117089249256,,,3.78028,,,
Vanuatu,VUT,2003,1566.51396790858,,,3.9033,OCEANIA,,
World,WLD,2003,6122.43446098028,,,,,,
Samoa,WSM,2003,1798.12429714048,,,2.79963,OCEANIA,,
Yemen,YEM,2003,548.905883049973,,,0.604734,NEAR EAST,,
South Africa,ZAF,2003,4062.21755993786,,,7.00769,SUB-SAHARAN AFRICA,,
Zambia,ZMB,2003,446.290104839041,,,0.980483,SUB-SAHARAN AFRICA,,
Zimbabwe,ZWE,2003,468.471932927213,,,1.8,SUB-SAHARAN AFRICA,,
Aruba,ABW,2004,23700.6319899197,,,23.0,CARIBBEAN,,
Africa Eastern and Southern,AFE,2004,989.015463629244,,,,,,
Afghanistan,AFG,2004,221.763653873013,,,0.105809,ASIA (EX. NEAR EAST),,
Africa Western and Central,AFW,2004,838.213391665852,,,,,,
Angola,AGO,2004,1451.47117872493,,,0.464815,SUB-SAHARAN AFRICA,,
Albania,ALB,2004,2446.90949947798,,,2.42039,EASTERN EUROPE,,
Andorra,AND,2004,39021.1107100919,,,26.838,WESTERN EUROPE,,
Arab World,ARB,2004,3133.70187873975,,,,,,
United Arab Emirates,ARE,2004,33376.7152295209,,,30.1313,NEAR EAST,,
Argentina,ARG,2004,4242.02099089422,,,16.0367,SOUTH AMERICA,,
Armenia,ARM,2004,1130.08791444158,,,4.89901,CIS (FORMER USSR),,
American Samoa,ASM,2004,8958.42866697173,,,,OCEANIA,,
Antigua and Barbuda,ATG,2004,13037.8895772257,,,24.2665,CARIBBEAN,,
Australia,AUS,2004,30886.0500949401,,,,OCEANIA,,
Austria,AUT,2004,36614.2506533707,48.4245,60.2508,54.28,WESTERN EUROPE,,
Azerbaijan,AZE,2004,1045.0136328106,,,,CIS (FORMER USSR),,
Burundi,BDI,2004,125.194965184533,,,0.34906,SUB-SAHARAN AFRICA,,
Belgium,BEL,2004,35429.4077933344,,,53.86,WESTERN EUROPE,,
Benin,BEN,2004,758.695803786371,,,1.18254,SUB-SAHARAN AFRICA,,
Burkina Faso,BFA,2004,403.81283743461,,,0.400295,SUB-SAHARAN AFRICA,,
Bangladesh,BGD,2004,455.614016909798,,,0.199036,ASIA (EX. NEAR EAST),,
Bulgaria,BGR,2004,3389.68743360274,17.0781,19.225,18.13,EASTERN EUROPE,,
Bahrain,BHR,2004,15963.9493171617,,,21.4587,NEAR EAST,,
Bahamas,BHS,2004,26650.2934234303,,,22.0,CARIBBEAN,,
Bosnia and Herzegovina,BIH,2004,2452.6860917386,,,15.469,EASTERN EUROPE,,
Belarus,BLR,2004,2378.33700470129,,,,CIS (FORMER USSR),,
Belize,BLZ,2004,5153.71308265363,,,9.8,CENTRAL AMERICA,,
Bermuda,BMU,2004,71692.1589001679,,,60.9909,NORTHERN AMERICA,,
Bolivia,BOL,2004,953.191893246277,,,4.43992,SOUTH AMERICA,,
Brazil,BRA,2004,3663.82262497811,,,19.0737,SOUTH AMERICA,,
Barbados,BRB,2004,12886.3665272467,,,49.8,CARIBBEAN,,
Brunei,BRN,2004,24423.0946995548,,,29.7156,,,
Bhutan,BTN,2004,1130.35934606796,,,3.15698,ASIA (EX. NEAR EAST),,
Botswana,BWA,2004,4956.69287735214,,,3.30489,SUB-SAHARAN AFRICA,,
Central African Republic,CAF,2004,303.461321152782,,,0.223401,SUB-SAHARAN AFRICA,,
Canada,CAN,2004,32145.5412620217,,,65.956,NORTHERN AMERICA,,
Central Europe and the Baltics,CEB,2004,7180.27037029658,,,,,,
Switzerland,CHE,2004,54659.4571488233,,,67.8,WESTERN EUROPE,,
Channel Islands,CHI,2004,56259.5344226334,,,,,,
Chile,CHL,2004,6120.59152055344,,,28.1779,SOUTH AMERICA,,
China,CHN,2004,1530.92726215723,,,7.3,ASIA (EX. NEAR EAST),,
Cote d'Ivoire,CIV,2004,1199.82524528546,,,0.849282,,,
Cameroon,CMR,2004,1133.39326749673,,,0.976075,SUB-SAHARAN AFRICA,,
Democratic Republic of Congo,COD,2004,180.664764963633,,,0.196208,,,
Republic of the Congo,COG,2004,1306.10136324599,,,1.0775,,,
Colombia,COL,2004,2818.57195413044,,,9.11869,SOUTH AMERICA,,
Comoros,COM,2004,1072.28409029621,,,1.32733,SUB-SAHARAN AFRICA,,
Cabo Verde,CPV,2004,1929.49081468781,,,5.31883,,,
Costa Rica,CRI,2004,4431.0117207843,,,20.7923,CENTRAL AMERICA,,
Caribbean small states,CSS,2004,8233.61082543875,,,,,,
Cuba,CUB,2004,3399.21962893402,,,8.40798,CARIBBEAN,,
Curacao,CUW,2004,16671.3403391655,,,,,,
Cyprus,CYP,2004,23792.619140625,29.5925,38.3374,33.83,NEAR EAST,,
Czechia,CZE,2004,11782.5546676117,32.5496,38.6528,35.5,,,
Germany,DEU,2004,34566.7359143735,60.3556,69.0886,64.73,WESTERN EUROPE,,
Djibouti,DJI,2004,806.261652944964,,,0.781317,SUB-SAHARAN AFRICA,,
Dominica,DMA,2004,5778.83306546506,,,30.3196,CARIBBEAN,,
Denmark,DNK,2004,46625.050098011,78.97,82.8713,80.93,WESTERN EUROPE,,
Dominican Republic,DOM,2004,2451.69161616569,,,8.86555,CARIBBEAN,,
Algeria,DZA,2004,2816.99384960555,,,4.63448,NORTHERN AFRICA,,
East Asia & Pacific (excluding high income),EAP,2004,1439.93214543391,,,,,,
Early-demographic dividend,EAR,2004,1563.10591131168,,,,,,
East Asia & Pacific,EAS,2004,4634.6623943391,,,,,,
Europe & Central Asia (excluding high income),ECA,2004,2883.55689723687,,,,,,
Europe & Central Asia,ECS,2004,18114.0702003259,,,,,,
Ecuador,ECU,2004,2586.20914663347,,,4.83444,SOUTH AMERICA,,
Egypt,EGY,2004,991.255689145253,,,11.92,NORTHERN AFRICA,,
Euro area,EMU,2004,30803.286099919,,,,,,
Eritrea,ERI,2004,426.840947887032,,,,NORTHERN AFRICA,,
Spain,ESP,2004,24925.0267844576,40.0972,47.9899,44.01,WESTERN EUROPE,,
